restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,remarks,lecture,cooking_specialties,drinking_specialties,usage_scenes,wifi_available,video,qr_code_payment,phone_number,private,available_drinks,reservation,child_friendly,power_supply_available,foreign_language_support,dress_code,pet_friendly,instagram,facebook,waiting,service,additional_equipment,ic_card_payment,twitter,쇼핑 직무 정보,beer_maker,인근 시설
焼肉の達人 浅草駅ビル店,야키니쿠 마스터 아사쿠사 스테이션 빌딩 매장,https://retty.me/area/PRE13/ARE9/SUB902/100001556034/,03-3842-1129,이자카야 야키니 쿠,"[태양, 월요일부터 목요일까지]
 11:00-23:00 L.O. 22:00
[금과 앉았다]
 11:00-24:00 L.O. 23:00
팔리 자마자 끝납니다
마감 시간은 하루에 따라 다를 수 있습니다",,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
JCB","아사쿠사 스테이션 건물 1f, 1-2-3 Hanakawado, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보 1 분 (12m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (680m)
Toei Asakusa Line / Honjo Azumabashi Station에서 도보 9 분 (690m)",없음,31 석,예,"연기 분리
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://yakiniku-tatsujin.com/,"ID, PayPay, AuPay","4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.",우리는 고기 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","점심 모든 넌 드링크 술 음료 와인 과인 어린이와 함께 즐기십시오 개인 사용을 즐기십시오
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001556034/archive/1911508-5f7c21442b9bc.jpg,,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
예약 할 수있는 제한된 수의 사람들 (앉음) : 34 명
예약 할 수있는 사람의 수에 대한 최저 한도 (독점 식사) 34 명
최대 40 명이 임대 할 수 있습니다 (스탠드 스탠딩 식사)","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 한 시간 반 동안 온 맨 링크",사용 가능한 예약,"예
초등학생은 환영합니다. 이유식을 가져올 수 있습니다.",불가능합니다,,없음,불가능합니다,,,,테이크 아웃 가능성,TV 및 모니터 사용 가능,"Suica, Icoca, Nanaco, Rakuten Edy, Waon, Quicpay, Au 지갑",,,,
浅草おと,아사쿠사 오토,https://retty.me/area/PRE13/ARE9/SUB902/100001617685/,03-5830-7552,일본 요리 일본 요리,"[월요일부터 금요일, 토요일, 휴일]
 17:00-24:00",매주 일요일,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,"아사쿠사 1-8-4, Taito-Ku, 도쿄, 아사쿠사 1- 체포 건물 2f
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 6 분 (440m)",없음,16 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"개인 룸 저녁 식사, 금연 페이 페이 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28490670.jpg,PayPay,,,,,,,,,,,,,,,,,,,
ハンバーグ＆ステーキWazn,Hamburger & Steak Wazn,https://retty.me/area/PRE13/ARE9/SUB902/100001432438/,03-6231-7114,햄버거 스테이크 테이크 아웃 카레,"[Sun, 월요일, 수요일, 금요일, 토요일, 휴일]
 11:30-14:30 L.O. 14:30
 17:00-21:00 L.O. 21:00",매주 화요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",Amex,"2-16-9 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 2 분 거리 (160m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 5 분 (390m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 10 분 (740m)",,17 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,https://wazn.jp/,,,,,"점심, 저녁 식사, 쌀, 맛있는/저렴한, 고기, 비 흡연, 급여 지불 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28958937.jpg,PayPay,,,,,,,,,,,,,,,,,,,
浅草 欧風料理 ア・トレ・ヤン,아사쿠사 유럽 요리 A Trae Yang,https://retty.me/area/PRE13/ARE9/SUB902/100000069083/,03-5828-0118,서양식 푸드 하야시 쌀 스테이크,"[Sun, 월요일, 수요일, 금요일, 토요일, 휴일 전 및 휴일 전]
 11:30-14:30
 17:30-21:00",매주 화요일마다 셋째 수요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"2-14-15 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (50m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (360m)에서 도보로 5 분
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 8 분 (610m)",,14 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://attrayant2012.jimdofree.com/,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.",,와인이 있습니다,"점심, 저녁 식사, 쌀, 고기, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36683856.jpg,,,,"5,000 엔 이상에 대한 all-you-can-drink와 2.5 시간 동안의 싱글 링크가 포함 된 과정이 있습니다.",,,,,,,,,,,,,,,,
Sauge,Sauge,https://retty.me/area/PRE13/ARE9/SUB902/100001084013/,03-3876-3277,프랑스 요리 바 Izakaya,"[tue-fri-sat]
저녁 식사 18:00-2:00 L.O. 1:30
[낮]
점심 12:00-15:00
[Sun, Public Holidays, 전국 전]
저녁 식사 18:00-23:00 L.O. 22:00",매주 월요일,"저녁 식사 : ~ 4,000 엔",Amex,"1F, Comro Corpo, 2-26-9 Senzuka, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 이리야 (도쿄) 역에서 도보 8 분 (580m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (670m)
도쿄 메트로 히비야 라인 / 산노미야 역 11 분 (820m)",,15 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 흡연 허용, 밤 늦게 문을 엽니 다",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5748310.jpg,,,,,,,,,,,,,,,,,,,,
オンリー,오직,https://retty.me/area/PRE13/ARE9/SUB902/100000821465/,03-3841-7679,카페,"[월요일부터 금요일, 토요일, 휴일 전]
 9:00-19:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"2-22-8 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 4 분 거리 (320m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 7 분 거리 (490m)
도쿄 메트로 긴자 라인 / 도코 (도쿄) 역에서 도보 10 분 (790m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 브런치, 세련된, 아침 식사, 저녁, 쌀, 비 조화, 세련된, 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33305636.jpg,PayPay,,,,,,,,,,,,,,,,,,,
ガパオ,가파오,https://retty.me/area/PRE13/ARE9/SUB902/100000985953/,03-3842-8130,태국 음식 카레,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 11:00-23:30 L.O. 23:00",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"Furusawa 빌딩 1f, 3-15-2 Kotobuki, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Kuramae Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 5 분 (340m)
Toei Asakusa Line / Kuramae Station에서 도보로 5 분 (390m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35172152.jpg,PayPay,,,,,,,,,,,,,,,,,,,
デニーズ浅草国際通店,데니의 아사쿠사 코쿠 사도리 매장,https://retty.me/area/PRE13/ARE9/SUB902/100000098368/,080-3437-9367,가족 레스토랑 기타 Parfait Hamburger,24 시간을 엽니 다,하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",예,"1-43-5 ASAKUSA, TAITO-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (18m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (400m)에서 도보로 5 분
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 8 분 (570m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://www.dennys.jp/dny/,,,,,연회/음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티를 마시는 와인을 마시는 금연 지불 가능,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35943060.jpg,PayPay,,,,,,,,,,,,,,,,,,,
浅草おと,아사쿠사 오토,https://retty.me/area/PRE13/ARE9/SUB902/100001617685/,03-5830-7552,일본 요리 일본 요리,"[월요일부터 금요일, 토요일, 휴일]
 17:00-24:00",매주 일요일,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,"아사쿠사 1-8-4, Taito-Ku, 도쿄, 아사쿠사 1- 체포 건물 2f
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 6 분 (440m)",없음,16 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"개인 룸 저녁 식사, 금연 페이 페이 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28490670.jpg,PayPay,,,,,,,,,,,,,,,,,,,
タイガー餃子会館浅草別館,Tiger Gyoza Hall Asakusa Annex,https://retty.me/area/PRE13/ARE9/SUB902/100001196431/,03-3847-1355,Gyoza Ramen 소금라면,"[하루 종일]
 11:30-23:00 L.O. 22:15",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"1-25-17 ASAKUSA, TAITO-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (78m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 5 분 (350m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (480m)",,48 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://kiwa-group.co.jp/restaurant/,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33852861.jpg,,,,,,,,,,,,,,,,,,,,
ハンバーグ＆ステーキWazn,Hamburger & Steak Wazn,https://retty.me/area/PRE13/ARE9/SUB902/100001432438/,03-6231-7114,햄버거 스테이크 테이크 아웃 카레,"[Sun, 월요일, 수요일, 금요일, 토요일, 휴일]
 11:30-14:30 L.O. 14:30
 17:00-21:00 L.O. 21:00",매주 화요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",Amex,"2-16-9 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 2 분 거리 (160m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 5 분 (390m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 10 분 (740m)",,17 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,https://wazn.jp/,,,,,"점심, 저녁 식사, 쌀, 맛있는/저렴한, 고기, 비 흡연, 급여 지불 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28958937.jpg,PayPay,,,,,,,,,,,,,,,,,,,
浅草 欧風料理 ア・トレ・ヤン,아사쿠사 유럽 요리 A Trae Yang,https://retty.me/area/PRE13/ARE9/SUB902/100000069083/,03-5828-0118,서양식 푸드 하야시 쌀 스테이크,"[Sun, 월요일, 수요일, 금요일, 토요일, 휴일 전 및 휴일 전]
 11:30-14:30
 17:30-21:00",매주 화요일마다 셋째 수요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"2-14-15 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (50m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (360m)에서 도보로 5 분
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 8 분 (610m)",,14 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://attrayant2012.jimdofree.com/,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.",,와인이 있습니다,"점심, 저녁 식사, 쌀, 고기, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36683856.jpg,,,,"5,000 엔 이상에 대한 all-you-can-drink와 2.5 시간 동안의 싱글 링크가 포함 된 과정이 있습니다.",,,,,,,,,,,,,,,,
デニーズ浅草国際通店,데니의 아사쿠사 코쿠 사도리 매장,https://retty.me/area/PRE13/ARE9/SUB902/100000098368/,080-3437-9367,가족 레스토랑 기타 Parfait Hamburger,24 시간을 엽니 다,하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",예,"1-43-5 ASAKUSA, TAITO-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (18m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (400m)에서 도보로 5 분
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 8 분 (570m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://www.dennys.jp/dny/,,,,,연회/음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티를 마시는 와인을 마시는 금연 지불 가능,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35943060.jpg,PayPay,,,,,,,,,,,,,,,,,,,
浅草おと,아사쿠사 오토,https://retty.me/area/PRE13/ARE9/SUB902/100001617685/,03-5830-7552,일본 요리 일본 요리,"[월요일부터 금요일, 토요일, 휴일]
 17:00-24:00",매주 일요일,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,"아사쿠사 1-8-4, Taito-Ku, 도쿄, 아사쿠사 1- 체포 건물 2f
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 6 분 (440m)",없음,16 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"개인 룸 저녁 식사, 금연 페이 페이 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28490670.jpg,PayPay,,,,,,,,,,,,,,,,,,,
Sauge,Sauge,https://retty.me/area/PRE13/ARE9/SUB902/100001084013/,03-3876-3277,프랑스 요리 바 Izakaya,"[tue-fri-sat]
저녁 식사 18:00-2:00 L.O. 1:30
[낮]
점심 12:00-15:00
[Sun, Public Holidays, 전국 전]
저녁 식사 18:00-23:00 L.O. 22:00",매주 월요일,"저녁 식사 : ~ 4,000 엔",Amex,"1F, Comro Corpo, 2-26-9 Senzuka, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 이리야 (도쿄) 역에서 도보 8 분 (580m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (670m)
도쿄 메트로 히비야 라인 / 산노미야 역 11 분 (820m)",,15 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 흡연 허용, 밤 늦게 문을 엽니 다",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5748310.jpg,,,,,,,,,,,,,,,,,,,,
四川担担麺 阿吽 浅草店,Sichuan Dandanmen Aun Asakusa 지점,https://retty.me/area/PRE13/ARE9/SUB902/100001192114/,03-5828-5525,단단 국수 사천 요리,"[Sun, 월요일, 수요일, 금요일, 토요일]
 11:00-15:30
 17:00-21:00",매주 화요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"1f Casa Tawaracho, 1-1-13 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 1 분 거리 (54m)
Tsukuba Express / Asakusa 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 7 분 거리 (540m)",,8 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://szechuan-aun.com/,,,,,"점심, 솔로, 저녁 식사, 금연, 세련된 점심",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36691158.jpg,,,,,,,,,,,https://www.instagram.com/shisen_tantanmen_aun/,,,,,,,,,
浅草おと,아사쿠사 오토,https://retty.me/area/PRE13/ARE9/SUB902/100001617685/,03-5830-7552,일본 요리 일본 요리,"[월요일부터 금요일, 토요일, 휴일]
 17:00-24:00",매주 일요일,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,"아사쿠사 1-8-4, Taito-Ku, 도쿄, 아사쿠사 1- 체포 건물 2f
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 6 분 (440m)",없음,16 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"개인 룸 저녁 식사, 금연 페이 페이 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28490670.jpg,PayPay,,,,,,,,,,,,,,,,,,,
